GLOBAL UNIQUE IDENTIFIER	COMMON NAME	SCIENTIFIC NAME	OBSERVATION COUNT	COUNTRY	STATE	LOCALITY	LATITUDE	LONGITUDE	OBSERVATION DATE	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	ALL SPECIES REPORTED
URN:CornellLabOfOrnithology:EBIRD:OBS1000000291	Baltimore Oriole	Icterus galbula	3		Virginia	Virginia	32.868	-79.45	2025-05-21	obsr2599906	S667106600	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000292	Baltimore Oriole	Icterus galbula	2		Nebraska	Nebraska	43.828	-103.896	2025-05-08	obsr8977571	S391086098	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000293	Baltimore Oriole	Icterus galbula	3		New York	New York	39.613	-72.025	2025-05-03	obsr1552000	S292580427	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000294	Baltimore Oriole	Icterus galbula	2		New York	New York	39.986	-76.208	2025-05-01	obsr3419132	S907727084	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000295	Baltimore Oriole	Icterus galbula	4		Nebraska	Nebraska	39.575	-98.317	2025-05-27	obsr2290796	S421346113	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000296	Baltimore Oriole	Icterus galbula	2		Michigan	Michigan	41.466	-90.983	2025-05-19	obsr7528964	S826960759	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000297	Baltimore Oriole	Icterus galbula	4		Virginia	Virginia	37.123	-79.972	2025-05-11	obsr3347981	S948790854	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000298	Baltimore Oriole	Icterus galbula	1		Michigan	Michigan	44.677	-89.119	2025-05-24	obsr9401909	S900427880	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000299	Baltimore Oriole	Icterus galbula	1		Nebraska	Nebraska	40.304	-101.562	2025-05-02	obsr8333124	S349262723	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000300	Baltimore Oriole	Icterus galbula	4		Michigan	Michigan	43.239	-89.141	2025-05-11	obsr6475691	S131810311	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000301	Baltimore Oriole	Icterus galbula	4		Manitoba	Manitoba	48.094	-92.191	2025-05-09	obsr9230960	S344961731	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000302	Baltimore Oriole	Icterus galbula	4		Virginia	Virginia	38.242	-82.979	2025-05-18	obsr8245206	S299434489	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000303	Baltimore Oriole	Icterus galbula	4		Manitoba	Manitoba	49.125	-90.31	2025-05-19	obsr2437708	S929108437	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000304	Baltimore Oriole	Icterus galbula	2		Michigan	Michigan	42.53	-84.701	2025-05-10	obsr2233237	S188087644	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000305	Baltimore Oriole	Icterus galbula	4		Virginia	Virginia	37.742	-76.867	2025-05-05	obsr3588336	S894198823	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000306	Baltimore Oriole	Icterus galbula	3		New York	New York	43.045	-74.862	2025-05-11	obsr2787627	S198269319	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000307	Baltimore Oriole	Icterus galbula	4		Manitoba	Manitoba	49.771	-89.224	2025-05-10	obsr7038413	S917489574	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000308	Baltimore Oriole	Icterus galbula	2		Michigan	Michigan	39.215	-86.371	2025-05-04	obsr2464604	S301210399	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000309	Baltimore Oriole	Icterus galbula	4		New York	New York	40.706	-77.44	2025-05-15	obsr2732967	S128198506	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000310	Baltimore Oriole	Icterus galbula	1		New York	New York	42.79	-75.355	2025-05-12	obsr6443037	S513646070	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000311	Baltimore Oriole	Icterus galbula	4		Nebraska	Nebraska	42.559	-96.618	2025-05-10	obsr7506196	S936626463	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000312	Baltimore Oriole	Icterus galbula	2		Michigan	Michigan	40.773	-83.122	2025-05-24	obsr9742683	S282088279	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000313	Baltimore Oriole	Icterus galbula	2		Manitoba	Manitoba	47.592	-93.854	2025-05-13	obsr3329349	S388749542	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000314	Baltimore Oriole	Icterus galbula	4		New York	New York	41.381	-70.305	2025-05-09	obsr3448380	S167932588	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000315	Baltimore Oriole	Icterus galbula	3		Nebraska	Nebraska	39.399	-96.511	2025-05-14	obsr8064924	S421856529	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000316	Baltimore Oriole	Icterus galbula	1		New York	New York	43.175	-73.85	2025-05-26	obsr7058670	S370260533	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000317	Baltimore Oriole	Icterus galbula	4		Virginia	Virginia	37.483	-83.838	2025-05-24	obsr4280754	S591625191	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000318	Baltimore Oriole	Icterus galbula	3		New York	New York	39.38	-75.954	2025-05-05	obsr1113537	S524871030	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000319	Baltimore Oriole	Icterus galbula	4		Manitoba	Manitoba	47.122	-98.056	2025-05-27	obsr6528792	S572685761	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000320	Baltimore Oriole	Icterus galbula	2		Nebraska	Nebraska	42.044	-95.759	2025-05-14	obsr6040467	S444311586	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000321	Baltimore Oriole	Icterus galbula	2		Michigan	Michigan	38.624	-91.415	2025-05-23	obsr9036449	S437351729	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000322	Baltimore Oriole	Icterus galbula	3		Virginia	Virginia	38.322	-77.315	2025-05-13	obsr5889688	S889065340	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000323	Baltimore Oriole	Icterus galbula	4		Michigan	Michigan	44.787	-88.433	2025-05-21	obsr5067204	S449917685	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000324	Baltimore Oriole	Icterus galbula	4		Nebraska	Nebraska	40.137	-95.869	2025-05-09	obsr7123944	S222286118	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000325	Baltimore Oriole	Icterus galbula	2		Virginia	Virginia	35.106	-80.411	2025-05-07	obsr1451577	S880839406	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000326	Baltimore Oriole	Icterus galbula	2		New York	New York	41.013	-73.772	2025-05-23	obsr8356053	S956508307	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000327	Baltimore Oriole	Icterus galbula	1		Manitoba	Manitoba	49.424	-86.146	2025-05-27	obsr7864256	S822604249	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000328	Baltimore Oriole	Icterus galbula	3		Manitoba	Manitoba	53.964	-84.71	2025-05-05	obsr5060441	S371314895	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000329	Baltimore Oriole	Icterus galbula	4		New York	New York	44.041	-74.873	2025-05-05	obsr7324856	S179419456	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000330	Baltimore Oriole	Icterus galbula	4		Michigan	Michigan	40.792	-85.271	2025-05-20	obsr7724393	S673772626	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000331	Baltimore Oriole	Icterus galbula	4		Virginia	Virginia	38.263	-81.808	2025-05-28	obsr1616817	S949030118	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000332	Baltimore Oriole	Icterus galbula	1		New York	New York	43.794	-75.174	2025-05-23	obsr2834914	S925658123	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000333	Baltimore Oriole	Icterus galbula	3		New York	New York	44.458	-70.406	2025-05-22	obsr3790696	S794710793	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000334	Baltimore Oriole	Icterus galbula	4		New York	New York	39.189	-72.631	2025-05-02	obsr6563269	S954946593	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000335	Baltimore Oriole	Icterus galbula	1		New York	New York	42.993	-77.205	2025-05-04	obsr2654343	S377818215	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000336	Baltimore Oriole	Icterus galbula	2		Michigan	Michigan	43.157	-86.818	2025-05-17	obsr8478923	S501707828	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000337	Baltimore Oriole	Icterus galbula	2		Manitoba	Manitoba	48.07	-94.285	2025-05-15	obsr6787592	S126373949	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000338	Baltimore Oriole	Icterus galbula	3		Michigan	Michigan	43.607	-89.176	2025-05-04	obsr7978909	S192185888	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000339	Baltimore Oriole	Icterus galbula	2		Virginia	Virginia	37.01	-82.916	2025-05-27	obsr6843985	S434889710	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000340	Baltimore Oriole	Icterus galbula	2		Nebraska	Nebraska	44.478	-97.214	2025-05-15	obsr9742856	S618537844	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000341	Baltimore Oriole	Icterus galbula	1		Manitoba	Manitoba	47.307	-93.827	2025-05-16	obsr8351204	S875235090	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000342	Baltimore Oriole	Icterus galbula	3		Michigan	Michigan	40.903	-87.575	2025-05-15	obsr2126998	S422406106	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000343	Baltimore Oriole	Icterus galbula	1		Virginia	Virginia	37.245	-84.449	2025-05-26	obsr1378915	S468377143	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000344	Baltimore Oriole	Icterus galbula	2		Nebraska	Nebraska	40.493	-97.547	2025-05-04	obsr5092180	S654044237	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000345	Baltimore Oriole	Icterus galbula	2		Michigan	Michigan	38.29	-84.561	2025-05-18	obsr6553084	S701133236	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000346	Baltimore Oriole	Icterus galbula	2		Nebraska	Nebraska	39.074	-96.768	2025-05-15	obsr7795568	S776199993	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000347	Baltimore Oriole	Icterus galbula	4		Virginia	Virginia	39.335	-79.635	2025-05-06	obsr7636771	S131344962	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000348	Baltimore Oriole	Icterus galbula	2		Michigan	Michigan	41.935	-90.415	2025-05-20	obsr8542617	S735873300	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000349	Baltimore Oriole	Icterus galbula	1		Nebraska	Nebraska	38.751	-98.729	2025-05-13	obsr4603680	S320959407	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000350	Baltimore Oriole	Icterus galbula	4		Saskatchewan	Saskatchewan	50.371	-96.676	2025-06-05	obsr8421969	S333264702	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000351	Baltimore Oriole	Icterus galbula	2		Michigan	Michigan	42.131	-85.884	2025-06-04	obsr3066235	S733050169	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000352	Baltimore Oriole	Icterus galbula	3		Nebraska	Nebraska	41.386	-99.881	2025-06-13	obsr8203947	S437695739	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000353	Baltimore Oriole	Icterus galbula	3		Saskatchewan	Saskatchewan	50.536	-100.515	2025-06-08	obsr2413458	S366467312	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000354	Baltimore Oriole	Icterus galbula	3		New York	New York	41.716	-75.035	2025-06-20	obsr1450038	S806957378	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000355	Baltimore Oriole	Icterus galbula	2		Nebraska	Nebraska	38.855	-96.043	2025-06-07	obsr7572491	S417335858	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000356	Baltimore Oriole	Icterus galbula	2		Saskatchewan	Saskatchewan	49.484	-97.574	2025-06-02	obsr9302838	S514341484	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000357	Baltimore Oriole	Icterus galbula	4		New York	New York	43.408	-72.076	2025-06-08	obsr2191383	S667243311	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000358	Baltimore Oriole	Icterus galbula	3		Michigan	Michigan	44.121	-87.542	2025-06-12	obsr3214305	S515364404	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000359	Baltimore Oriole	Icterus galbula	3		New York	New York	42.894	-75.077	2025-06-14	obsr3898604	S918970742	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000360	Baltimore Oriole	Icterus galbula	1		Michigan	Michigan	43.802	-88.194	2025-06-25	obsr1280001	S730676755	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000361	Baltimore Oriole	Icterus galbula	3		New York	New York	40.975	-74.002	2025-06-01	obsr4619565	S142763764	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000362	Baltimore Oriole	Icterus galbula	4		Virginia	Virginia	38.47	-79.965	2025-06-26	obsr9499515	S407613928	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000363	Baltimore Oriole	Icterus galbula	4		Michigan	Michigan	44.887	-88.081	2025-06-23	obsr8106413	S853563434	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000364	Baltimore Oriole	Icterus galbula	2		Michigan	Michigan	43.201	-87.22	2025-06-03	obsr5655136	S189761677	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000365	Baltimore Oriole	Icterus galbula	2		Michigan	Michigan	38.569	-84.434	2025-06-03	obsr3606795	S675944565	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000366	Baltimore Oriole	Icterus galbula	1		Nebraska	Nebraska	41.09	-101.796	2025-06-13	obsr6203780	S850197517	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000367	Baltimore Oriole	Icterus galbula	2		Nebraska	Nebraska	39.166	-96.45	2025-06-24	obsr1971500	S362508142	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000368	Baltimore Oriole	Icterus galbula	1		Michigan	Michigan	43.611	-82.849	2025-06-14	obsr8606317	S757448675	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000369	Baltimore Oriole	Icterus galbula	3		Nebraska	Nebraska	43.301	-98.483	2025-06-02	obsr3946849	S228250953	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000370	Baltimore Oriole	Icterus galbula	2		Michigan	Michigan	43.818	-90.971	2025-06-23	obsr1190431	S275913951	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000371	Baltimore Oriole	Icterus galbula	3		Saskatchewan	Saskatchewan	50.717	-98.166	2025-06-12	obsr3801173	S499291766	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000372	Baltimore Oriole	Icterus galbula	3		Michigan	Michigan	39.552	-86.269	2025-06-24	obsr2980663	S928316966	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000373	Baltimore Oriole	Icterus galbula	4		Nebraska	Nebraska	40.509	-97.679	2025-06-11	obsr5563077	S662484182	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000374	Baltimore Oriole	Icterus galbula	1		New York	New York	41.696	-78.8	2025-06-09	obsr9323974	S588764892	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000375	Baltimore Oriole	Icterus galbula	1		Michigan	Michigan	40.259	-84.989	2025-06-12	obsr9382064	S708689346	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000376	Baltimore Oriole	Icterus galbula	2		Nebraska	Nebraska	40.991	-95.267	2025-06-12	obsr5280137	S930355646	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000377	Baltimore Oriole	Icterus galbula	1		Nebraska	Nebraska	39.158	-96.906	2025-06-19	obsr4831990	S895406424	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000378	Baltimore Oriole	Icterus galbula	1		Virginia	Virginia	38.02	-77.788	2025-06-01	obsr1206159	S362585121	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000379	Baltimore Oriole	Icterus galbula	3		Saskatchewan	Saskatchewan	50.086	-98.978	2025-06-16	obsr7425329	S261152186	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000380	Baltimore Oriole	Icterus galbula	1		New York	New York	42.331	-73.809	2025-06-28	obsr8035849	S341071485	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000381	Baltimore Oriole	Icterus galbula	4		Michigan	Michigan	44.23	-86.542	2025-06-08	obsr6367620	S391261014	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000382	Baltimore Oriole	Icterus galbula	3		Michigan	Michigan	44.228	-88.202	2025-06-19	obsr3003215	S639062353	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000383	Baltimore Oriole	Icterus galbula	2		New York	New York	45.095	-74.393	2025-06-02	obsr4744423	S963651372	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000384	Baltimore Oriole	Icterus galbula	4		Nebraska	Nebraska	44.683	-98.537	2025-06-02	obsr2156393	S599391065	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000385	Baltimore Oriole	Icterus galbula	3		Virginia	Virginia	38.455	-78.346	2025-06-25	obsr6491198	S192755745	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000386	Baltimore Oriole	Icterus galbula	1		Virginia	Virginia	36.051	-77.103	2025-06-15	obsr7189439	S315469014	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000387	Baltimore Oriole	Icterus galbula	3		Virginia	Virginia	38.478	-77.371	2025-06-19	obsr5069884	S598137488	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000388	Baltimore Oriole	Icterus galbula	4		Saskatchewan	Saskatchewan	53.956	-96.992	2025-06-19	obsr4278644	S886476517	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000389	Baltimore Oriole	Icterus galbula	2		Saskatchewan	Saskatchewan	48.191	-96.73	2025-06-25	obsr3526084	S106848195	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000390	Baltimore Oriole	Icterus galbula	2		Nebraska	Nebraska	40.306	-99.748	2025-06-01	obsr6812025	S782837348	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000391	Baltimore Oriole	Icterus galbula	3		Nebraska	Nebraska	41.789	-101.383	2025-06-01	obsr1024528	S914893975	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000392	Baltimore Oriole	Icterus galbula	3		Virginia	Virginia	39.897	-76.193	2025-06-13	obsr2743975	S320325776	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000393	Baltimore Oriole	Icterus galbula	4		Michigan	Michigan	42.299	-84.79	2025-06-08	obsr9254874	S164311845	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000394	Baltimore Oriole	Icterus galbula	3		Virginia	Virginia	39.084	-78.059	2025-06-23	obsr2560728	S147137549	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000395	Baltimore Oriole	Icterus galbula	4		Saskatchewan	Saskatchewan	47.98	-97.439	2025-06-28	obsr7249378	S592265554	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000396	Baltimore Oriole	Icterus galbula	1		Nebraska	Nebraska	39.485	-99.209	2025-06-03	obsr9479670	S243359401	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000397	Baltimore Oriole	Icterus galbula	4		Michigan	Michigan	42.718	-88.712	2025-06-27	obsr2255447	S735543236	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000398	Baltimore Oriole	Icterus galbula	4		Nebraska	Nebraska	42.44	-97.531	2025-06-02	obsr3192921	S354231714	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000399	Baltimore Oriole	Icterus galbula	3		Saskatchewan	Saskatchewan	53.098	-98.72	2025-06-09	obsr7592651	S852398388	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000400	Baltimore Oriole	Icterus galbula	3		New York	New York	43.127	-74.828	2025-06-11	obsr8596016	S392010397	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000401	Baltimore Oriole	Icterus galbula	2		New York	New York	43.206	-72.126	2025-06-03	obsr3283577	S937450959	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000402	Baltimore Oriole	Icterus galbula	2		Saskatchewan	Saskatchewan	51.243	-98.246	2025-06-04	obsr2772642	S276496293	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000403	Baltimore Oriole	Icterus galbula	3		Saskatchewan	Saskatchewan	51.025	-97.086	2025-06-15	obsr7820148	S229640083	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000404	Baltimore Oriole	Icterus galbula	2		Virginia	Virginia	40.97	-77.189	2025-06-12	obsr8581910	S431042889	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000405	Baltimore Oriole	Icterus galbula	1		Michigan	Michigan	42.107	-87.865	2025-06-09	obsr2517010	S269238221	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000406	Baltimore Oriole	Icterus galbula	1		Virginia	Virginia	40.946	-78.395	2025-06-10	obsr4607450	S997567367	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000407	Baltimore Oriole	Icterus galbula	1		Michigan	Michigan	45.925	-90.749	2025-06-05	obsr5164420	S481975879	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000408	Baltimore Oriole	Icterus galbula	1		Michigan	Michigan	43.971	-88.698	2025-06-17	obsr6013715	S379351967	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000409	Baltimore Oriole	Icterus galbula	4		New York	New York	45.179	-72.71	2025-06-01	obsr8586676	S696950800	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000410	Baltimore Oriole	Icterus galbula	2		New York	New York	43.012	-70.724	2025-06-18	obsr2589226	S596115163	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000411	Baltimore Oriole	Icterus galbula	2		Michigan	Michigan	45.799	-86.438	2025-06-26	obsr3037647	S112838650	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000412	Baltimore Oriole	Icterus galbula	2		Michigan	Michigan	39.744	-88.545	2025-06-27	obsr3193037	S312743722	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000413	Baltimore Oriole	Icterus galbula	1		Virginia	Virginia	39.337	-78.847	2025-06-12	obsr5342289	S972680546	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000414	Baltimore Oriole	Icterus galbula	1		Michigan	Michigan	45.036	-90.005	2025-06-01	obsr4317700	S793623149	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000415	Baltimore Oriole	Icterus galbula	2		Michigan	Michigan	46.566	-88.999	2025-06-26	obsr2543145	S990514408	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000416	Baltimore Oriole	Icterus galbula	1		Michigan	Michigan	39.898	-86.386	2025-06-04	obsr8734211	S154371817	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000417	Baltimore Oriole	Icterus galbula	4		Michigan	Michigan	42.954	-85.613	2025-06-19	obsr7626978	S632711663	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000418	Baltimore Oriole	Icterus galbula	4		New York	New York	43.116	-70.106	2025-06-13	obsr3899223	S480043678	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000419	Baltimore Oriole	Icterus galbula	3		Nebraska	Nebraska	38.402	-98.606	2025-06-06	obsr5695180	S578901124	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000420	Baltimore Oriole	Icterus galbula	4		Michigan	Michigan	42.041	-88.375	2025-07-18	obsr4817030	S694425527	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000421	Baltimore Oriole	Icterus galbula	4		Nebraska	Nebraska	42.246	-100.691	2025-07-27	obsr9767475	S549502766	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000422	Baltimore Oriole	Icterus galbula	4		Michigan	Michigan	44.001	-87.253	2025-07-22	obsr4953417	S611382735	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000423	Baltimore Oriole	Icterus galbula	4		Michigan	Michigan	41.482	-84.714	2025-07-03	obsr1582647	S639127345	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000424	Baltimore Oriole	Icterus galbula	2		New York	New York	40.472	-71.854	2025-07-17	obsr3017994	S913025234	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000425	Baltimore Oriole	Icterus galbula	2		Arkansas	Arkansas	31.613	-89.624	2025-07-06	obsr4554926	S968078090	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000426	Baltimore Oriole	Icterus galbula	1		New York	New York	43.318	-77.396	2025-07-05	obsr8103052	S184147554	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000427	Baltimore Oriole	Icterus galbula	2		New York	New York	43.609	-73.962	2025-07-14	obsr3480985	S995616775	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000428	Baltimore Oriole	Icterus galbula	3		Nebraska	Nebraska	44.912	-96.972	2025-07-09	obsr2124274	S193445007	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000429	Baltimore Oriole	Icterus galbula	4		Saskatchewan	Saskatchewan	53.084	-89.795	2025-07-18	obsr6471499	S396568375	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000430	Baltimore Oriole	Icterus galbula	1		New York	New York	37.094	-72.164	2025-07-15	obsr9767135	S939328588	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000431	Baltimore Oriole	Icterus galbula	4		Arkansas	Arkansas	34.291	-87.635	2025-07-04	obsr3510581	S259128258	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000432	Baltimore Oriole	Icterus galbula	1		Michigan	Michigan	39.172	-84.742	2025-07-19	obsr2772258	S704177085	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000433	Baltimore Oriole	Icterus galbula	3		Michigan	Michigan	42.97	-85.241	2025-07-26	obsr9986438	S469226717	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000434	Baltimore Oriole	Icterus galbula	4		Virginia	Virginia	37.792	-77.506	2025-07-09	obsr9146760	S714205272	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000435	Baltimore Oriole	Icterus galbula	1		Virginia	Virginia	38.306	-77.369	2025-07-16	obsr3889032	S395723682	Stationary	1
